Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
76.88,48,70067.6,266.74,Organic bottom-line service-desk,Davidton,1,Canada,20-07-2016 00:00,1
38.94,38,25358.9,224.95,Optimized content strategy,Millerport,0,India,20-07-2016 06:00,1
62.46,60,73402.59,247.18,Monitored national standardization,Davidton,0,Iceland,20-07-2016 12:00,0
68.63,23,31545.6,223.74,Cloned 5thgeneration orchestration,West Terrifurt,1,Tunisia,20-07-2016 18:00,0
69.5,52,30784.6,103.79,Triple-buffered reciprocal time-frame,West Terrifurt,1,Nauru,21-07-2016 00:00,1
54.11,20,49488.38,286.77,Vision-oriented solution,Millerport,0,India,21-07-2016 06:00,0
81.58,38,42920.66,118.21,Monitored national standardization,Davidton,1,San Marino,21-07-2016 12:00,0
45.33,23,29253.64,290.43,Organic bottom-line service-desk,Wrightburgh,1,San Marino,21-07-2016 18:00,0
72.8,37,43396.38,164.01,Optimized content strategy,Lake Jose,1,India,22-07-2016 00:00,0
33.11,33,65128.02,217.21,Advanced mobile framework,Millerport,0,Iceland,22-07-2016 06:00,0
49.1,53,44424.59,196.83,Optimized content strategy,West Terrifurt,0,Iceland,22-07-2016 12:00,0
44.78,53,59093.05,125.11,Optimized content strategy,New Michael,0,Italy,22-07-2016 18:00,0
52.4,28,66921.42,207.51,Optimized content strategy,New Michael,0,Tunisia,23-07-2016 00:00,1
87.67,57,37354.97,294.42,Cloned 5thgeneration orchestration,Wrightburgh,1,Iceland,23-07-2016 06:00,1
80.37,42,79954.51,268.49,Triple-buffered reciprocal time-frame,South Manuel,0,San Marino,23-07-2016 12:00,0
48.04,43,61905.76,266.1,Robust logistical utilization,Millerport,0,France,23-07-2016 18:00,1
68.11,46,36380.79,232.46,Vision-oriented solution,Lake Jose,0,Canada,24-07-2016 00:00,1
30.95,26,58786.6,100.41,Advanced mobile framework,Wrightburgh,0,San Marino,24-07-2016 06:00,1
63.35,49,65747.91,207.63,Monitored national standardization,Wrightburgh,1,Nauru,24-07-2016 12:00,1
88.32,42,69648.01,171.59,Organic bottom-line service-desk,Wrightburgh,0,Canada,24-07-2016 18:00,1
86.17,46,20561.8,248.63,Robust logistical utilization,Lake Jose,0,Nauru,25-07-2016 00:00,1
78.5,32,34055.48,198.76,Vision-oriented solution,Wrightburgh,1,Canada,25-07-2016 06:00,0
30.43,58,43765.17,273.98,Advanced mobile framework,Davidton,0,San Marino,25-07-2016 12:00,0
65.29,22,27645.85,286.71,Triple-buffered reciprocal time-frame,South Manuel,0,Tunisia,25-07-2016 18:00,1
70.84,47,20117.3,185.42,Cloned 5thgeneration orchestration,Lake Jose,1,India,26-07-2016 00:00,1
37.3,51,47995.2,172.29,Cloned 5thgeneration orchestration,West Terrifurt,0,Iceland,26-07-2016 06:00,1
61.94,38,20309.56,138.92,Monitored national standardization,Wrightburgh,0,India,26-07-2016 12:00,0
85.02,30,29868.89,162.16,Monitored national standardization,Wrightburgh,1,India,26-07-2016 18:00,0
65.55,58,76103.65,268.1,Triple-buffered reciprocal time-frame,West Jodi,1,Italy,27-07-2016 00:00,1
79.95,39,51180.5,147.35,Monitored national standardization,New Michael,0,Canada,27-07-2016 06:00,0
35.13,21,75002.86,175.48,Monitored national standardization,Davidton,0,Canada,27-07-2016 12:00,0
48.09,58,45910.34,120.37,Cloned 5thgeneration orchestration,Wrightburgh,1,India,27-07-2016 18:00,1
35.75,44,33986.72,219.92,Cloned 5thgeneration orchestration,New Michael,1,Canada,28-07-2016 00:00,1
82.8,57,26076.68,230.18,Cloned 5thgeneration orchestration,New Michael,1,Italy,28-07-2016 06:00,0
36.16,56,62797.96,218.58,Triple-buffered reciprocal time-frame,Davidton,1,France,28-07-2016 12:00,1
58.88,57,46677.46,148.63,Cloned 5thgeneration orchestration,Wrightburgh,0,Iceland,28-07-2016 18:00,1
60.79,59,65262.42,162.24,Organic bottom-line service-desk,Davidton,1,Iceland,29-07-2016 00:00,1
47.46,18,51060.84,231.54,Organic bottom-line service-desk,Wrightburgh,0,Tunisia,29-07-2016 06:00,1
50.63,30,58433.29,140.25,Monitored national standardization,Lake Jose,0,Canada,29-07-2016 12:00,1
65.99,39,71120.52,213.22,Vision-oriented solution,South Manuel,1,France,29-07-2016 18:00,0
36.29,20,49755.84,283.99,Triple-buffered reciprocal time-frame,West Terrifurt,1,Italy,30-07-2016 00:00,0
58.84,39,68436.28,175.18,Optimized content strategy,Davidton,0,France,30-07-2016 06:00,0
34.42,19,53281.5,128.48,Advanced mobile framework,West Terrifurt,1,Tunisia,30-07-2016 12:00,0
41.95,36,30448.8,277.08,Organic bottom-line service-desk,Lake Jose,0,San Marino,30-07-2016 18:00,0
31.29,34,74638.94,104.2,Organic bottom-line service-desk,Millerport,0,France,31-07-2016 00:00,0
48.3,33,42178.44,174.47,Organic bottom-line service-desk,Millerport,0,Nauru,31-07-2016 06:00,0
82.96,26,67693.89,138.34,Optimized content strategy,Lake Jose,1,India,31-07-2016 12:00,0
85.26,57,55239.55,270.89,Robust logistical utilization,Davidton,1,Italy,31-07-2016 18:00,0
67.77,35,72371.09,270.3,Advanced mobile framework,West Terrifurt,0,Canada,01-08-2016 00:00,0
40.05,42,65078.48,229.01,Vision-oriented solution,New Michael,1,San Marino,01-08-2016 06:00,1
72.75,51,61670.58,243.13,Advanced mobile framework,New Michael,1,India,01-08-2016 12:00,0
42.43,30,47124.8,146.88,Triple-buffered reciprocal time-frame,South Manuel,1,India,01-08-2016 18:00,0
86.13,41,35271.75,116.95,Monitored national standardization,South Manuel,1,France,02-08-2016 00:00,0
65.04,47,50735.73,167.27,Advanced mobile framework,New Michael,1,India,02-08-2016 06:00,1
78.27,38,36381.17,104.94,Advanced mobile framework,West Terrifurt,1,Nauru,02-08-2016 12:00,1
84.09,36,70556.2,202.56,Monitored national standardization,South Manuel,0,Nauru,02-08-2016 18:00,0
34.28,20,52761.56,166.75,Vision-oriented solution,South Manuel,1,Iceland,03-08-2016 00:00,0
72.34,26,79904.31,250.48,Robust logistical utilization,Wrightburgh,1,Iceland,03-08-2016 06:00,1
76.99,43,76748.9,264.37,Cloned 5thgeneration orchestration,New Michael,0,India,03-08-2016 12:00,0
43.62,31,48466.3,203.17,Advanced mobile framework,New Michael,1,Nauru,03-08-2016 18:00,1
80.75,45,66207.86,239.59,Triple-buffered reciprocal time-frame,New Michael,1,Tunisia,04-08-2016 00:00,1
38.34,26,38334.32,247.56,Advanced mobile framework,Lake Jose,1,Italy,04-08-2016 06:00,1
55.54,43,65770.49,238.1,Robust logistical utilization,Lake Jose,0,Tunisia,04-08-2016 12:00,0
39.22,39,54091.45,259.83,Optimized content strategy,Millerport,0,India,04-08-2016 18:00,0
62.07,30,48486.66,165.77,Advanced mobile framework,South Manuel,0,San Marino,05-08-2016 00:00,0
70.49,29,21923.55,237.8,Advanced mobile framework,Wrightburgh,0,Italy,05-08-2016 06:00,0
84.68,42,37029.06,146.61,Monitored national standardization,New Michael,0,France,05-08-2016 12:00,0
40.31,44,43466.32,297.92,Organic bottom-line service-desk,Millerport,1,Nauru,05-08-2016 18:00,1
87.31,31,27795.94,141.14,Optimized content strategy,New Michael,0,Iceland,06-08-2016 00:00,0
60.15,47,36526.46,101.49,Organic bottom-line service-desk,New Michael,0,India,06-08-2016 06:00,0
61.55,54,72754.36,192.04,Cloned 5thgeneration orchestration,West Jodi,1,Canada,06-08-2016 12:00,1
72.02,37,43465.42,264.69,Organic bottom-line service-desk,Millerport,0,San Marino,06-08-2016 18:00,1
57.47,60,31006.66,213.72,Optimized content strategy,Wrightburgh,0,San Marino,07-08-2016 00:00,1
82.95,52,37513.38,283.26,Triple-buffered reciprocal time-frame,New Michael,1,Nauru,07-08-2016 06:00,1
34.59,24,50263.69,255.9,Optimized content strategy,New Michael,0,Iceland,07-08-2016 12:00,0
60.36,47,21603.07,227.77,Advanced mobile framework,Millerport,1,India,07-08-2016 18:00,0
53.8,18,35036.34,241.82,Organic bottom-line service-desk,Lake Jose,1,Canada,08-08-2016 00:00,1
34.09,53,59421.36,242.72,Advanced mobile framework,Davidton,1,Iceland,08-08-2016 06:00,0
40.24,19,56419.31,135.45,Monitored national standardization,Millerport,0,Nauru,08-08-2016 12:00,0
70.64,27,46439.48,135.59,Cloned 5thgeneration orchestration,West Terrifurt,1,Tunisia,08-08-2016 18:00,0
53.44,37,46639.2,219.64,Cloned 5thgeneration orchestration,Millerport,0,Italy,09-08-2016 00:00,1
84.53,30,25483.19,184.34,Cloned 5thgeneration orchestration,Lake Jose,0,Nauru,09-08-2016 06:00,0
87.52,24,67815.45,266.09,Organic bottom-line service-desk,Davidton,0,India,09-08-2016 12:00,0
78.94,38,53723.25,137.91,Triple-buffered reciprocal time-frame,Millerport,1,Nauru,09-08-2016 18:00,0
42.83,40,39402.07,103.0,Vision-oriented solution,Wrightburgh,1,Italy,10-08-2016 00:00,1
43.21,60,68905.09,229.99,Vision-oriented solution,Wrightburgh,0,Italy,10-08-2016 06:00,1
48.09,56,49974.56,298.09,Organic bottom-line service-desk,South Manuel,0,France,10-08-2016 12:00,1
70.67,26,39922.79,227.07,Vision-oriented solution,New Michael,0,France,10-08-2016 18:00,0
66.51,55,46934.69,202.21,Triple-buffered reciprocal time-frame,Wrightburgh,0,Tunisia,11-08-2016 00:00,0
48.53,45,65434.74,223.95,Cloned 5thgeneration orchestration,Davidton,1,Canada,11-08-2016 06:00,1
42.12,42,32263.12,107.58,Advanced mobile framework,Lake Jose,0,Iceland,11-08-2016 12:00,1
68.62,20,51252.37,295.51,Robust logistical utilization,Wrightburgh,0,France,11-08-2016 18:00,1
44.53,52,23244.44,283.54,Triple-buffered reciprocal time-frame,West Terrifurt,1,France,12-08-2016 00:00,0
56.54,18,23877.01,198.33,Triple-buffered reciprocal time-frame,Wrightburgh,0,Italy,12-08-2016 06:00,0
35.51,55,52930.83,259.05,Triple-buffered reciprocal time-frame,West Terrifurt,0,India,12-08-2016 12:00,1
48.69,30,34695.5,135.29,Triple-buffered reciprocal time-frame,South Manuel,1,Canada,12-08-2016 18:00,0
46.31,48,24800.96,294.51,Optimized content strategy,Millerport,0,Canada,13-08-2016 00:00,1
55.36,57,64095.69,252.06,Advanced mobile framework,Wrightburgh,1,India,13-08-2016 06:00,0
75.53,37,55711.0,130.56,Organic bottom-line service-desk,South Manuel,1,Canada,13-08-2016 12:00,1
57.22,42,53728.53,196.17,Vision-oriented solution,Davidton,1,Italy,13-08-2016 18:00,0
84.97,18,20770.06,200.14,Vision-oriented solution,New Michael,1,India,14-08-2016 00:00,1
88.23,41,43042.25,161.56,Monitored national standardization,Millerport,0,Nauru,14-08-2016 06:00,1
85.93,28,31653.69,187.26,Robust logistical utilization,Lake Jose,1,France,14-08-2016 12:00,0
69.05,45,64139.85,148.47,Cloned 5thgeneration orchestration,Lake Jose,0,San Marino,14-08-2016 18:00,1
66.33,27,35257.28,220.43,Organic bottom-line service-desk,Wrightburgh,0,Nauru,15-08-2016 00:00,1
53.86,55,78448.74,116.07,Triple-buffered reciprocal time-frame,Millerport,0,India,15-08-2016 06:00,1
71.51,50,78061.01,231.7,Optimized content strategy,South Manuel,1,Nauru,15-08-2016 12:00,0
68.17,40,68853.68,153.8,Triple-buffered reciprocal time-frame,Millerport,1,Tunisia,15-08-2016 18:00,0
78.98,18,25812.24,254.75,Optimized content strategy,Millerport,1,India,16-08-2016 00:00,0
40.58,29,62242.83,139.6,Organic bottom-line service-desk,West Jodi,1,Italy,16-08-2016 06:00,0
42.06,29,68550.72,138.38,Optimized content strategy,New Michael,0,San Marino,16-08-2016 12:00,0
47.59,42,27480.89,112.85,Cloned 5thgeneration orchestration,West Terrifurt,1,Canada,16-08-2016 18:00,0
30.57,35,65107.92,101.45,Cloned 5thgeneration orchestration,West Jodi,0,Tunisia,17-08-2016 00:00,1
66.18,35,75927.7,194.65,Vision-oriented solution,Millerport,1,France,17-08-2016 06:00,1
89.97,33,76459.46,233.02,Optimized content strategy,Wrightburgh,1,France,17-08-2016 12:00,0
30.19,43,63513.21,277.59,Organic bottom-line service-desk,Wrightburgh,0,Iceland,17-08-2016 18:00,0
52.11,57,61171.09,273.97,Optimized content strategy,West Terrifurt,0,France,18-08-2016 00:00,0
68.03,20,78175.85,247.16,Advanced mobile framework,West Terrifurt,1,India,18-08-2016 06:00,0
50.9,48,79212.29,271.42,Monitored national standardization,Millerport,1,Italy,18-08-2016 12:00,0
82.19,54,67091.72,243.33,Cloned 5thgeneration orchestration,Davidton,1,Nauru,18-08-2016 18:00,1
79.94,53,79233.18,193.36,Advanced mobile framework,West Jodi,1,Italy,19-08-2016 00:00,0
42.7,60,61994.54,121.09,Cloned 5thgeneration orchestration,Davidton,1,India,19-08-2016 06:00,1
43.22,34,59955.96,290.3,Monitored national standardization,Davidton,1,Nauru,19-08-2016 12:00,1
82.32,54,65980.24,220.14,Vision-oriented solution,Millerport,1,India,19-08-2016 18:00,0
43.41,25,37458.59,122.28,Vision-oriented solution,West Terrifurt,0,France,20-08-2016 00:00,0
81.2,42,54615.01,100.34,Cloned 5thgeneration orchestration,West Terrifurt,1,India,20-08-2016 06:00,1
76.28,26,51185.08,220.32,Triple-buffered reciprocal time-frame,West Jodi,1,Tunisia,20-08-2016 12:00,1
48.96,36,70233.0,199.97,Advanced mobile framework,Davidton,1,San Marino,20-08-2016 18:00,0
65.93,37,50142.68,237.72,Robust logistical utilization,New Michael,0,Canada,21-08-2016 00:00,1
72.25,42,23528.76,262.04,Organic bottom-line service-desk,West Terrifurt,0,Tunisia,21-08-2016 06:00,0
81.41,43,37946.11,263.0,Organic bottom-line service-desk,Wrightburgh,1,France,21-08-2016 12:00,1
70.67,40,65462.85,178.21,Robust logistical utilization,South Manuel,0,India,21-08-2016 18:00,0
37.85,55,71951.33,110.82,Robust logistical utilization,New Michael,0,San Marino,22-08-2016 00:00,1
71.76,36,73833.09,141.95,Triple-buffered reciprocal time-frame,Wrightburgh,1,Nauru,22-08-2016 06:00,0
52.59,45,60766.72,133.64,Cloned 5thgeneration orchestration,West Jodi,1,Canada,22-08-2016 12:00,0
86.7,25,78816.61,230.02,Optimized content strategy,Davidton,1,Italy,22-08-2016 18:00,0
37.13,43,49317.55,237.6,Organic bottom-line service-desk,Millerport,0,Canada,23-08-2016 00:00,1
46.51,59,46707.1,102.32,Monitored national standardization,West Jodi,0,Canada,23-08-2016 06:00,0
31.38,54,79240.96,195.9,Monitored national standardization,Davidton,1,Canada,23-08-2016 12:00,1
47.9,26,25966.48,112.7,Organic bottom-line service-desk,Millerport,0,India,23-08-2016 18:00,1
33.84,55,52338.91,263.77,Monitored national standardization,West Terrifurt,0,San Marino,24-08-2016 00:00,0
30.32,46,68030.78,124.61,Organic bottom-line service-desk,West Terrifurt,0,Nauru,24-08-2016 06:00,1
81.09,20,25076.62,124.94,Robust logistical utilization,Lake Jose,0,India,24-08-2016 12:00,0
44.9,20,76772.88,203.89,Robust logistical utilization,New Michael,0,Canada,24-08-2016 18:00,1
61.36,40,56370.33,202.12,Monitored national standardization,Wrightburgh,0,Tunisia,25-08-2016 00:00,0
38.5,31,77445.38,220.43,Triple-buffered reciprocal time-frame,Lake Jose,1,San Marino,25-08-2016 06:00,1
34.46,34,35640.47,229.95,Organic bottom-line service-desk,Millerport,1,Nauru,25-08-2016 12:00,1
70.59,27,52154.26,114.11,Robust logistical utilization,West Terrifurt,1,San Marino,25-08-2016 18:00,1
79.29,38,79546.94,186.73,Cloned 5thgeneration orchestration,West Terrifurt,0,Iceland,26-08-2016 00:00,0
61.89,53,44406.88,165.87,Monitored national standardization,Lake Jose,1,Iceland,26-08-2016 06:00,0
82.13,32,36418.81,119.59,Triple-buffered reciprocal time-frame,Millerport,0,Nauru,26-08-2016 12:00,0
61.59,37,55329.62,261.36,Monitored national standardization,Lake Jose,1,Iceland,26-08-2016 18:00,0
83.79,28,39079.78,250.37,Organic bottom-line service-desk,Lake Jose,1,Canada,27-08-2016 00:00,0
45.54,50,62793.36,231.51,Organic bottom-line service-desk,Millerport,1,Tunisia,27-08-2016 06:00,1
72.45,33,60692.91,183.65,Advanced mobile framework,Davidton,1,France,27-08-2016 12:00,1
60.13,35,77156.98,204.12,Triple-buffered reciprocal time-frame,South Manuel,0,Iceland,27-08-2016 18:00,1
76.23,23,58080.6,115.34,Triple-buffered reciprocal time-frame,West Jodi,0,Tunisia,28-08-2016 00:00,0
74.6,53,75775.34,261.67,Cloned 5thgeneration orchestration,Millerport,0,Canada,28-08-2016 06:00,1
60.9,52,61872.92,181.09,Triple-buffered reciprocal time-frame,Wrightburgh,1,France,28-08-2016 12:00,0
89.65,60,77052.1,264.67,Cloned 5thgeneration orchestration,New Michael,0,Italy,28-08-2016 18:00,0
34.51,26,50821.07,290.5,Optimized content strategy,New Michael,1,San Marino,29-08-2016 00:00,1
88.18,39,74842.71,149.95,Monitored national standardization,South Manuel,1,Canada,29-08-2016 06:00,1
45.89,18,64281.54,213.77,Triple-buffered reciprocal time-frame,South Manuel,0,Canada,29-08-2016 12:00,1
33.45,18,56931.81,165.71,Vision-oriented solution,West Jodi,0,France,29-08-2016 18:00,0
54.12,18,26080.27,198.41,Monitored national standardization,Davidton,1,Nauru,30-08-2016 00:00,1
30.41,60,35008.09,194.14,Vision-oriented solution,South Manuel,1,India,30-08-2016 06:00,0
62.19,35,26521.7,187.71,Advanced mobile framework,Davidton,0,France,30-08-2016 12:00,1
30.35,30,26639.94,156.98,Organic bottom-line service-desk,Millerport,1,France,30-08-2016 18:00,0
39.62,30,76902.55,291.94,Robust logistical utilization,West Jodi,1,Canada,31-08-2016 00:00,1
77.99,26,39493.26,252.88,Optimized content strategy,Millerport,0,Nauru,31-08-2016 06:00,0
77.56,26,29332.52,200.0,Triple-buffered reciprocal time-frame,Wrightburgh,1,India,31-08-2016 12:00,0
56.06,36,36933.4,116.52,Optimized content strategy,West Terrifurt,0,San Marino,31-08-2016 18:00,0
46.87,25,71850.01,298.85,Triple-buffered reciprocal time-frame,Millerport,0,Canada,01-09-2016 00:00,0
72.07,50,56666.03,137.73,Organic bottom-line service-desk,West Terrifurt,0,San Marino,01-09-2016 06:00,1
32.3,30,75745.9,185.26,Triple-buffered reciprocal time-frame,West Jodi,0,India,01-09-2016 12:00,1
61.5,58,78807.46,144.36,Optimized content strategy,New Michael,0,India,01-09-2016 18:00,0
48.26,35,41814.57,288.6,Optimized content strategy,West Terrifurt,1,Tunisia,02-09-2016 00:00,0
32.45,21,59625.85,164.33,Robust logistical utilization,New Michael,1,Nauru,02-09-2016 06:00,1
41.09,49,41814.87,160.87,Monitored national standardization,Wrightburgh,0,France,02-09-2016 12:00,1
74.48,41,64575.92,217.78,Vision-oriented solution,West Terrifurt,1,Italy,02-09-2016 18:00,1
35.23,24,27829.12,248.52,Monitored national standardization,Wrightburgh,0,Italy,03-09-2016 00:00,1
85.53,22,76509.08,223.8,Robust logistical utilization,New Michael,0,San Marino,03-09-2016 06:00,0
37.67,44,53029.74,150.51,Vision-oriented solution,Lake Jose,1,Nauru,03-09-2016 12:00,1
34.06,44,51425.77,290.49,Cloned 5thgeneration orchestration,Davidton,1,San Marino,03-09-2016 18:00,1
32.73,54,23647.6,294.49,Triple-buffered reciprocal time-frame,Millerport,1,Nauru,04-09-2016 00:00,0
56.26,50,43049.03,255.87,Optimized content strategy,South Manuel,0,San Marino,04-09-2016 06:00,0
39.6,31,55526.77,101.77,Advanced mobile framework,South Manuel,1,Italy,04-09-2016 12:00,1
72.5,53,27146.2,144.79,Triple-buffered reciprocal time-frame,South Manuel,0,San Marino,04-09-2016 18:00,1
85.63,35,72402.97,110.3,Triple-buffered reciprocal time-frame,West Terrifurt,0,Tunisia,05-09-2016 00:00,1
67.96,41,39473.71,289.29,Robust logistical utilization,Davidton,1,Iceland,05-09-2016 06:00,1
89.12,58,68955.33,264.79,Triple-buffered reciprocal time-frame,South Manuel,0,Iceland,05-09-2016 12:00,0
62.24,55,26386.56,249.15,Optimized content strategy,South Manuel,0,Canada,05-09-2016 18:00,0
49.46,31,54899.83,261.55,Optimized content strategy,Davidton,1,Italy,06-09-2016 00:00,1
52.12,48,25621.46,136.3,Organic bottom-line service-desk,Davidton,0,Canada,06-09-2016 06:00,0
68.85,19,38609.61,277.05,Optimized content strategy,West Terrifurt,0,San Marino,06-09-2016 12:00,0
55.58,47,74547.86,294.08,Monitored national standardization,Davidton,0,Nauru,06-09-2016 18:00,1
